0,1385975693092,16,0,0,226.59,-216.19,1729.66,268.04,-117.92,1619.39,160.38,-136.39,1627.28,183.33,-31.42,1425.73,310.82,-3.16,1344.00,58.76,-4.75,1271.39,205.23,21.25,1075.80,190.58,49.82,872.45,431.83,-56.07,900.28,-34.02,-17.09,841.69,502.24,20.39,474.88,12.29,-52.72,730.89,523.41,-22.99,57.05,-117.88,-58.70,468.02,497.09,-133.29,-16.41,-124.94,-45.45,36.02,
1,1385975693126,16,0,0,227.63,-218.34,1729.95,268.04,-117.92,1619.39,159.72,-135.72,1626.88,188.16,-41.08,1427.76,308.76,0.76,1344.96,58.25,-3.99,1271.37,203.36,16.22,1075.84,190.58,49.82,872.45,439.43,-66.63,900.42,-34.02,-17.09,841.69,502.24,20.39,474.88,11.59,-51.54,730.98,523.41,-22.99,57.05,-116.35,-56.85,468.51,497.09,-133.29,-16.41,-124.94,-45.45,36.02,
2,1385975693159,16,0,0,223.64,-211.44,1726.49,268.04,-117.92,1619.39,160.79,-137.96,1627.27,188.16,-41.08,1427.76,311.40,-4.14,1345.53,59.74,-6.26,1272.39,202.79,16.59,1076.30,190.59,52.05,872.31,433.40,-55.94,900.43,-33.38,-18.17,841.73,502.24,20.39,474.88,12.29,-52.72,730.89,523.41,-22.99,57.05,-116.35,-56.85,468.51,497.09,-133.29,-16.41,-124.94,-45.45,36.02,
3,1385975693192,16,0,0,223.55,-211.87,1724.70,262.88,-110.72,1617.50,165.84,-148.54,1628.71,189.95,-44.43,1428.32,312.04,-5.05,1345.96,60.69,-9.98,1273.79,206.26,18.45,1077.42,196.77,57.75,873.80,433.56,-55.51,900.78,-34.02,-17.09,841.69,405.93,-53.33,791.46,10.55,-48.48,730.88,505.13,16.53,473.70,-117.77,-53.41,468.88,523.41,-22.99,57.05,-124.94,-45.45,36.02,
4,1385975693225,16,0,0,227.77,-221.28,1726.60,268.53,-121.94,1618.75,163.80,-146.07,1627.52,186.89,-40.24,1427.90,312.04,-5.05,1345.96,61.17,-15.65,1274.72,207.17,15.93,1078.09,197.29,56.97,873.86,431.60,-52.67,901.63,-27.98,-13.01,843.11,364.51,-3.62,780.16,10.39,-48.10,731.19,506.66,13.97,473.48,-118.20,-52.35,469.04,531.52,-36.63,53.99,-124.94,-45.45,36.02,
5,1385975693259,16,0,0,224.74,-213.09,1724.34,265.69,-118.89,1615.88,165.28,-152.08,1628.05,187.69,-42.44,1426.82,313.32,-7.43,1346.40,61.72,-12.75,1275.32,204.67,22.49,1078.38,199.15,57.78,874.15,437.22,-58.59,904.54,-28.91,-11.23,843.38,411.47,-62.66,791.67,11.56,-53.83,730.08,517.06,-4.49,471.69,-115.35,-57.46,468.49,531.52,-36.63,53.99,-124.24,-47.17,35.49,
6,1385975693292,16,0,0,236.45,-232.36,1724.96,266.34,-122.33,1616.10,161.19,-144.78,1622.72,190.19,-46.30,1427.19,313.32,-7.43,1346.40,63.57,-25.18,1326.84,202.59,21.58,1078.19,199.86,54.13,873.57,441.38,-61.28,907.08,-24.85,-14.25,878.05,370.10,-4.31,783.78,18.99,-50.76,762.35,521.38,-11.69,471.64,-114.68,-58.66,468.30,531.52,-36.63,53.99,-131.80,-33.58,38.90,
7,1385975693325,16,0,0,244.17,-239.59,1724.55,270.92,-123.27,1613.97,167.20,-156.83,1572.72,189.11,-44.17,1426.53,309.57,-0.43,1345.68,63.34,-26.08,1329.69,182.38,39.13,1126.00,191.74,52.24,871.33,421.60,-25.14,908.51,-25.38,-9.12,844.24,407.30,-53.29,793.87,11.34,-53.33,730.25,524.90,-22.72,470.29,-122.70,-64.81,466.46,531.52,-36.63,53.99,-131.80,-33.58,38.90,
8,1385975693360,16,0,0,243.63,-230.46,1718.23,273.99,-121.18,1610.74,165.83,-146.11,1616.75,197.12,-55.29,1427.04,303.33,13.04,1343.71,63.86,-33.44,1333.33,207.73,24.12,1081.37,187.53,61.99,869.79,435.04,-38.47,907.43,-24.69,-1.27,844.60,410.46,-49.83,794.76,8.35,-48.32,730.59,509.24,-44.49,427.44,-123.49,-65.24,466.85,539.70,-50.37,50.90,-128.72,-41.10,37.08,
9,1385975693392,16,0,0,270.21,-246.49,1668.72,285.91,-131.57,1606.71,171.69,-162.43,1566.94,208.99,-69.08,1426.06,313.43,0.85,1341.93,69.64,-47.65,1335.29,206.61,24.61,1082.12,186.01,62.09,866.75,424.15,-9.68,903.17,-29.92,-4.52,843.32,374.98,2.43,776.76,8.25,-45.25,731.44,527.20,-37.63,469.38,-114.88,-69.67,467.89,539.44,-50.56,51.97,-129.15,-40.33,37.15,
